game_id,name,slug,first_release_date_iso,release_year,total_rating,category_decoded,status_decoded,is_high_rated,rating_confidence,playtime_length,genres,themes,platforms,developers,publishers,mp_campaign_coop,mp_splitscreen,mp_online_coop,mp_offline_coop,mp_max_online_players,summary_length,storyline_length,category_is_main_game,category_is_variant_or_special,platform_pc,platform_playstation_4,platform_playstation_5,platform_xbox_one,platform_xbox_series_x_s,platform_nintendo_switch,genre_action,genre_adventure,genre_role_playing_rpg,genre_strategy,genre_shooter,genre_indie,genre_simulator,genre_platform,dev_nintendo,dev_ubisoft,dev_electronic_arts,dev_sony,dev_square_enix,dev_capcom,dev_valve
109104,Aliens Drive Me Crazy,aliens-drive-me-crazy,2014-05-14,2014,,Main Game,Released,0,Higher Confidence,Very Long,"Shooter, Platform, Arcade",Action,"PC (Microsoft Windows), Android, iOS, Nintendo Switch",Rebel Twins,Rebel Twins,0,0,0,0,0,369,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
145341,Rounds,rounds,2021-04-01,2021,68.08507658465844,Main Game,Released,0,Low Confidence,Very Long,"Fighting, Shooter, Platform, Indie, Arcade","Action, Comedy","PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch, PlayStation 5, Xbox Series X|S",Landfall Games,Landfall Games,0,1,0,0,2,178,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
195148,Mana Chess,mana-chess,2022-04-17,2022,,Main Game,Early Access,0,Higher Confidence,Very Long,"Strategy, Adventure",Fantasy,PC (Microsoft Windows),Good Measure Games,Good Measure Games,0,0,0,0,0,287,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
56886,Pettson's Inventions,pettsons-inventions,2012-05-23,2012,,Main Game,Released,0,Higher Confidence,Very Long,"Point-and-click, Puzzle","Educational, Kids","Android, iOS",Filimundus,Filimundus,0,0,0,0,0,598,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201156,Star Wars Jedi: Survivor,star-wars-jedi-survivor,2023-04-28,2023,83.41852490015405,Main Game,Released,1,Higher Confidence,Long,Adventure,"Action, Fantasy, Science fiction","PC (Microsoft Windows), PlayStation 4, Xbox One, PlayStation 5, Xbox Series X|S",Respawn Entertainment,Electronic Arts,0,0,0,0,0,717,545,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
174341,Stickman Skater,stickman-skater,2010-04-15,2010,,Main Game,Delisted,0,Higher Confidence,Very Long,"Sport, Adventure, Arcade",Not Listed,"Android, iOS",Not Listed,Not Listed,0,0,0,0,0,290,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
312151,Let Them Breathe: Selena's Awakening,let-them-breathe-selenas-awakening,2024-09-02,2024,,Main Game,Released,0,Higher Confidence,Very Long,"Adventure, Indie",Not Listed,PC (Microsoft Windows),Not Listed,Not Listed,0,0,0,0,0,255,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
24917,Lone Echo,lone-echo,2017-07-20,2017,89.65792723384942,Main Game,Released,1,Low Confidence,Very Long,Adventure,Science fiction,"PC (Microsoft Windows), Oculus VR, Oculus Rift",Ready At Dawn,Oculus Studios,0,0,0,0,0,518,521,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17614,Legions of Steel,legions-of-steel,2015-06-04,2015,52.5,Main Game,Released,0,Very Low Confidence,Very Long,"Strategy, Turn-based strategy (TBS), Tactical, Card & Board Game","Science fiction, Warfare","PC (Microsoft Windows), iOS","Slitherine, Studio Nyx",Slitherine,0,0,0,0,0,368,365,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38983,Promethium,promethium,2017-08-18,2017,70.0,Main Game,Released,0,No Rating Evidence,Very Long,Indie,Action,"PC (Microsoft Windows), Mac, Nintendo Switch",Not Listed,Not Listed,0,0,0,0,0,246,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
126517,Dave-Man,dave-man,2020-07-15,2020,,Main Game,Released,0,Higher Confidence,Very Long,"Puzzle, Role-playing (RPG), Indie",Action,"PC (Microsoft Windows), Mac",Lou Bagel,Lou Bagel,0,0,0,0,0,75,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
226376,Dragonheir: Silent Gods,dragonheir-silent-gods,2023-09-19,2023,61.22244523758078,Main Game,Released,0,Low Confidence,Very Long,"Role-playing (RPG), Strategy, Adventure","Fantasy, Sandbox, Open world","PC (Microsoft Windows), Mac, Android, iOS",SGRA Studio,"Proxima Beta, Nuverse Games",0,0,0,0,0,412,685,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
4747,Cars 2,cars-2,2011-06-21,2011,72.12327981054896,Main Game,Released,0,Low Confidence,Very Long,"Racing, Adventure",Action,"Wii, PC (Microsoft Windows), PlayStation 3, Xbox 360, Mac, iOS",Avalanche Software,Disney Interactive Studios,1,1,0,1,0,194,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
172947,Jet Set Corps,jet-set-corps,2020-11-11,2020,,Main Game,Released,0,Higher Confidence,Very Long,"Simulator, Adventure",Action,"Linux, PC (Microsoft Windows)",Not Listed,Not Listed,0,0,0,0,0,220,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
319302,Theme Park Jam,theme-park-jam,2024-09-28,2024,,Main Game,Released,0,Higher Confidence,Very Long,"Puzzle, Strategy, Adventure, Arcade",Not Listed,"PC (Microsoft Windows), Xbox One, Nintendo Switch, PlayStation 5, Xbox Series X|S",Not Listed,Not Listed,0,0,0,0,0,35,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
289543,Dark Color,dark-color,2024-03-19,2024,,Main Game,Released,0,Higher Confidence,Very Long,"Role-playing (RPG), Simulator",Not Listed,PC (Microsoft Windows),Not Listed,Not Listed,0,0,0,0,0,86,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
206545,Cat & Sheep Guiding Puzzle,cat-and-sheep-guiding-puzzle,2022-05-06,2022,,Main Game,Released,0,Higher Confidence,Very Long,Point-and-click,Not Listed,"Android, iOS",Hitsuji15,Hitsuji15,0,0,0,0,0,169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280729,Dead Ninja Mortal Shadow,dead-ninja-mortal-shadow,2014-04-23,2014,,Main Game,Released,0,Higher Confidence,Very Long,Adventure,Action,Android,Not Listed,Not Listed,0,0,0,0,0,235,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11198,Rocket League,rocket-league,2015-07-06,2015,85.11072582216724,Main Game,Released,1,Higher Confidence,Very Long,"Racing, Sport, Indie","Action, Science fiction","Linux, PC (Microsoft Windows), Mac, PlayStation 4, Xbox One, Nintendo Switch, PlayStation 5, Xbox Series X|S",Psyonix,Psyonix,0,1,1,1,8,430,127,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34641,The Legend of Tango,the-legend-of-tango,2015-09-11,2015,,Main Game,Released,0,Higher Confidence,Very Long,"Role-playing (RPG), Adventure, Indie",Not Listed,PC (Microsoft Windows),Not Listed,Mastertronic,0,0,0,0,0,138,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
87739,Trigger Fist,trigger-fist,2012-08-08,2012,90.0,Main Game,Released,1,No Rating Evidence,Very Long,Arcade,Action,iOS,Not Listed,Not Listed,0,0,0,0,0,169,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44516,West of Loathing,west-of-loathing,2017-08-10,2017,81.12809927719178,Main Game,Released,1,Medium Confidence,Very Long,"Role-playing (RPG), Turn-based strategy (TBS), Adventure, Indie",Comedy,"Linux, PC (Microsoft Windows), Mac, Nintendo Switch, Google Stadia",Asymmetric,Asymmetric,0,0,0,0,0,315,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
313956,Best Friends,best-friends--1,2014-12-10,2014,,Main Game,Released,0,Higher Confidence,Very Long,Puzzle,Not Listed,Android,Seriously Digital Entertainment Ltd,Seriously Digital Entertainment Ltd,0,0,0,0,0,387,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5636,Candy Crush Saga,candy-crush-saga,2012-04-12,2012,57.81091865911223,Main Game,Released,0,Medium Confidence,Very Long,"Puzzle, Strategy, Arcade",Fantasy,"PC (Microsoft Windows), Android, iOS, Windows Phone, Amazon Fire TV",King,King,0,0,0,0,0,533,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122097,Shovel Knight Dig,shovel-knight-dig,2022-09-23,2022,79.75679162020322,Main Game,Released,0,Low Confidence,Very Long,"Platform, Strategy, Adventure, Indie","Action, Fantasy","PC (Microsoft Windows), Mac, iOS, Xbox One, Nintendo Switch, PlayStation 5, Xbox Series X|S","Yacht Club Games, Nitrome",Yacht Club Games,0,0,0,0,0,441,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
55590,Mashinky,mashinky,2018-10-06,2018,89.39284330050312,Main Game,Early Access,1,Low Confidence,Very Long,"Simulator, Strategy, Indie",Historical,PC (Microsoft Windows),Jan Zelený,Jan Zelený,0,0,0,0,0,246,441,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
213308,The Alchemist Shop: An Apprentice's Life,the-alchemist-shop-an-apprentices-life,2022-08-22,2022,,Main Game,Released,0,Higher Confidence,Very Long,"Indie, Visual Novel, Card & Board Game",Action,PC (Microsoft Windows),Lumo Entertainment,Lumo Entertainment,0,0,0,0,0,261,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8438,Hack n Slash,hack-n-slash,2014-09-09,2014,57.30737351730981,Main Game,Released,0,Low Confidence,Short,"Puzzle, Hack and slash/Beat 'em up, Adventure, Indie","Action, Educational","Linux, PC (Microsoft Windows), Mac",Double Fine Productions,Double Fine Productions,0,0,0,0,0,218,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
146353,RE.CO.N.,re-dot-co-dot-n,2016-06-07,2016,,Main Game,Released,0,Higher Confidence,Very Long,Adventure,Science fiction,"Linux, PC (Microsoft Windows), Mac, Web browser",Not Listed,Not Listed,0,0,0,0,0,121,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
241332,Demonologist,demonologist,2023-09-25,2023,51.21212121212121,Main Game,Released,0,Very Low Confidence,Very Long,"Puzzle, Simulator, Adventure, Indie","Action, Horror, Mystery",PC (Microsoft Windows),Clock Wizard Games,Clock Wizard Games,0,0,1,0,4,239,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
37146,Unto the End,unto-the-end,2020-12-09,2020,72.26219686527372,Main Game,Released,0,Low Confidence,Very Long,"Platform, Strategy, Adventure, Indie",Action,"PC (Microsoft Windows), Mac, PlayStation 4, Xbox One, Nintendo Switch, Google Stadia",2 Ton Studios,"Digital Uppercut Productions, Big Sugar",0,0,0,0,0,293,273,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
3047,Forza Horizon,forza-horizon,2012-10-23,2012,82.67809498600343,Main Game,Delisted,1,Medium Confidence,Medium,Racing,Open world,Xbox 360,Playground Games,Microsoft Studios,0,0,0,0,0,399,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11745,Danganronpa: Unlimited Battle,danganronpa-unlimited-battle,2015-01-08,2015,,Main Game,Released,0,Higher Confidence,Very Long,Tactical,Not Listed,"Android, iOS",Spike Chunsoft,Spike Chunsoft,0,0,0,0,0,626,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294674,Spirit Run,spirit-run,2014-08-29,2014,,Main Game,Released,0,Higher Confidence,Very Long,"Platform, Racing","Action, Fantasy",Android,RetroStyle Games,RetroStyle Games,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
169141,Motorcycle Biker Simulator,motorcycle-biker-simulator,2021-09-15,2021,,Main Game,Released,0,Higher Confidence,Very Long,"Simulator, Sport",Not Listed,PC (Microsoft Windows),Not Listed,Not Listed,0,0,0,0,0,73,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
221233,The Jumping Wrap: Turbo,the-jumping-wrap-turbo,2022-10-20,2022,,Main Game,Released,0,Higher Confidence,Very Long,Simulator,Not Listed,"PlayStation 4, PlayStation 5",ThiGames,ThiGames,0,0,0,0,0,141,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
131610,Galactic Center VR,galactic-center-vr,2020-03-24,2020,,Main Game,Released,0,Higher Confidence,Very Long,Simulator,Not Listed,PC (Microsoft Windows),Not Listed,Not Listed,0,0,0,0,0,54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7333,Crackdown 3,crackdown-3,2019-02-15,2019,63.37442871529124,Main Game,Released,0,Medium Confidence,Very Long,Shooter,"Action, Science fiction, Open world","PC (Microsoft Windows), Xbox One",Sumo Digital,Microsoft Studios,1,0,1,0,0,431,364,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16659,Fight the Dragon,fight-the-dragon,2014-12-04,2014,80.0,Main Game,Released,1,Very Low Confidence,Very Long,"Role-playing (RPG), Indie","Action, Historical","Linux, PC (Microsoft Windows), Mac",3 Sprockets,3 Sprockets,0,0,1,1,0,230,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
60734,Helix,helix,2014-10-15,2014,,Main Game,Released,0,Higher Confidence,Very Long,Shooter,"Action, Science fiction",iOS,Michael Brough,Michael Brough,0,0,0,0,0,167,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17618,Broadsword : Age of Chivalry,broadsword-age-of-chivalry,2015-04-05,2015,,Main Game,Released,0,Higher Confidence,Very Long,"Simulator, Strategy",Action,PC (Microsoft Windows),"KISS ltd, Funbox Media Ltd",Hoplite Research,0,0,0,0,0,542,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
280033,Jump Out,jump-out,2021-05-01,2021,,Main Game,Released,0,Higher Confidence,Very Long,Puzzle,Not Listed,Commodore C64/128/MAX,Vector5 Games,Vector5 Games,0,0,0,0,0,210,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7060,Lucha Libre AAA: Héroes del Ring,lucha-libre-aaa-heroes-del-ring,2010-10-12,2010,70.0,Main Game,Released,0,Very Low Confidence,Very Long,"Fighting, Sport",Action,"PlayStation 3, Xbox 360",Immersion Software & Graphics,Konami,0,0,0,0,0,384,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289554,Gas Gas Rocket!,gas-gas-rocket,2024-03-07,2024,,Main Game,Released,0,Higher Confidence,Very Long,"Simulator, Sport, Strategy, Adventure",Action,PC (Microsoft Windows),Not Listed,Not Listed,0,0,0,0,0,134,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
75242,Blood & Truth,blood-and-truth,2019-05-28,2019,75.81335330454196,Main Game,Released,0,Low Confidence,Very Long,"Shooter, Adventure","Action, Thriller",PlayStation VR,SIE London Studio,Sony Interactive Entertainment,0,0,0,0,0,509,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
83941,Dive: Starpath,dive-starpath,2018-02-06,2018,,Main Game,Released,0,Higher Confidence,Very Long,Indie,Action,PC (Microsoft Windows),Gravity Well Studios,Gravity Well Studios,0,0,0,0,0,240,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
319957,Stretchy Adventure,stretchy-adventure,2024-10-14,2024,,Main Game,Released,0,Higher Confidence,Very Long,Puzzle,Not Listed,"PlayStation 4, PlayStation 5",Not Listed,Not Listed,0,0,0,0,0,26,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9286,Digimon All-Star Rumble,digimon-all-star-rumble,2014-11-11,2014,49.90711713700072,Main Game,Released,0,Low Confidence,Very Long,"Fighting, Adventure",Action,"PlayStation 3, Xbox 360",Prope,Bandai Namco Games,0,0,0,0,0,838,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
178097,Spooky Typing: The Ghost Plague,spooky-typing-the-ghost-plague,2021-10-31,2021,,Main Game,Released,0,Higher Confidence,Very Long,"Indie, Arcade","Action, Fantasy, Horror, Comedy, Educational","Linux, PC (Microsoft Windows), Mac",Sensen Games,Sensen Games,0,0,0,0,0,164,199,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
124131,Little Big Workshop,little-big-workshop,2019-10-17,2019,72.17876989466225,Main Game,Released,0,Low Confidence,Very Long,"Simulator, Strategy, Indie","Business, Sandbox","PC (Microsoft Windows), Mac, Android, iOS, PlayStation 4, Xbox One, Nintendo Switch, Google Stadia",Mirage Game Studios,"THQ Nordic, HandyGames",0,0,0,0,0,476,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
140857,Perfect Vermin,perfect-vermin,2020-11-06,2020,76.6215220861645,Main Game,Released,0,Low Confidence,Very Short,"Adventure, Indie","Action, Mystery","Linux, PC (Microsoft Windows)",ItsTheTalia,ItsTheTalia,0,0,0,0,0,206,206,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
54820,Dead In Vinland,dead-in-vinland,2018-04-13,2018,75.00140020069543,Main Game,Released,0,Low Confidence,Very Long,"Role-playing (RPG), Simulator, Strategy, Adventure, Indie","Survival, Mystery","PC (Microsoft Windows), Mac, Nintendo Switch",CCCP,"Playdius, Plug In Digital",0,0,0,0,0,293,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
228277,Micro Tank,micro-tank,2019-01-07,2019,,Main Game,Released,0,Higher Confidence,Very Long,Shooter,Not Listed,Arduboy,Not Listed,Not Listed,0,0,0,0,0,157,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
310174,Suika Jelly Game,suika-jelly-game,2024-05-03,2024,,Main Game,Released,0,Higher Confidence,Very Long,"Simulator, Strategy, Indie",Not Listed,PC (Microsoft Windows),Not Listed,Not Listed,0,0,0,0,0,155,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
95002,LittleBigPlanet PS Vita,littlebigplanet-ps-vita,2012-09-19,2012,83.77248189472704,Main Game,Released,1,Low Confidence,Very Long,Platform,Not Listed,PlayStation Vita,Double Eleven,Sony Computer Entertainment,0,0,0,0,0,124,649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
259625,Tanks,tanks--3,2013-09-05,2013,,Main Game,Released,0,Higher Confidence,Very Long,Strategy,Warfare,Android,Not Listed,Not Listed,0,0,0,0,0,132,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34466,Dungeon Manager ZV,dungeon-manager-zv,2015-10-16,2015,50.0,Main Game,Released,0,No Rating Evidence,Very Long,"Simulator, Strategy",Not Listed,PC (Microsoft Windows),Not Listed,Zoo Corporation,0,0,0,0,0,274,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
33257,Powargrid,powargrid,2016-10-05,2016,60.0,Main Game,Released,0,No Rating Evidence,Very Long,"Strategy, Indie",Not Listed,"Linux, PC (Microsoft Windows), Mac",Not Listed,Not Listed,0,0,0,0,0,124,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
182224,Psychic Cat,psychic-cat,2015-09-26,2015,,Main Game,Released,0,Higher Confidence,Very Long,Adventure,Not Listed,PC (Microsoft Windows),Not Listed,Not Listed,0,0,0,0,0,58,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75056,Despotism 3k,despotism-3k,2018-11-08,2018,73.93325992422314,Main Game,Released,0,Very Low Confidence,Very Long,"Simulator, Strategy, Indie",Science fiction,"Linux, PC (Microsoft Windows), Mac, Android, iOS, PlayStation 4, Xbox One, Nintendo Switch","Gameplay First Studios, Konfa Games","Gameplay First Studios, Konfa Games",0,0,0,0,0,500,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
304959,Bounty Arms,bounty-arms--2,2010-02-01,2010,,Main Game,Delisted,0,Higher Confidence,Very Long,Platform,Science fiction,"PC (Microsoft Windows), Android, iOS","Kerosene Games, Open-Reset",Kerosene Games,0,0,0,0,0,290,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22726,TIS-100,tis-100,2015-07-20,2015,70.37159561706508,Main Game,Released,0,Low Confidence,Very Long,"Puzzle, Simulator, Indie",Not Listed,"Linux, PC (Microsoft Windows), Mac",Zachtronics,Zachtronics,0,0,0,0,0,197,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16365,Angry Birds Space,angry-birds-space,2012-03-22,2012,78.9611187677321,Main Game,Delisted,0,Medium Confidence,Very Long,"Puzzle, Strategy, Arcade","Science fiction, Comedy, Kids","PC (Microsoft Windows), Mac, Android, iOS, BlackBerry OS, Windows Phone",Rovio Entertainment,"Rovio Entertainment, ak tronic, Focus Multimedia",0,0,0,0,0,528,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
162620,Tankroyale.io,tankroyale-dot-io,2020-09-01,2020,,Main Game,Released,0,Higher Confidence,Very Long,"Shooter, Arcade",Action,PC (Microsoft Windows),SakiGames.com,SakiGames.com,0,0,1,0,6,132,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89354,Supraland,supraland,2019-04-05,2019,82.99416895605872,Main Game,Released,1,Medium Confidence,Medium,"Platform, Puzzle, Adventure, Indie","Action, Comedy, Open world","PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch",Supra Games UG,"Humble Games, Supra Games UG",0,0,0,0,0,166,366,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
11075,NHL 16,nhl-16,2015-09-15,2015,80.03712200253139,Main Game,Released,1,Low Confidence,Very Long,Sport,Non-fiction,"PlayStation 4, Xbox One",EA Canada,EA Sports,0,0,0,0,0,619,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
326731,Tiny Castle,tiny-castle,2010-04-06,2010,,Main Game,Released,0,Higher Confidence,Very Long,Puzzle,Action,Web browser,Nitrome,Nitrome,0,0,0,0,0,67,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192810,Magic Crystals,magic-crystals,2022-02-24,2022,,Main Game,Released,0,Higher Confidence,Very Long,Indie,Not Listed,PC (Microsoft Windows),Not Listed,Not Listed,0,0,0,0,0,244,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8952,Humanity Asset,humanity-asset,2014-02-20,2014,,Main Game,Released,0,Higher Confidence,Very Long,"Platform, Indie",Action,PC (Microsoft Windows),Browny Application,KISS ltd,0,0,0,0,0,298,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
208094,Madtale,madtale,2023-07-12,2023,,Main Game,Released,0,Higher Confidence,Very Long,"Role-playing (RPG), Strategy, Adventure",Fantasy,"Android, iOS",Archosaur Games,Archosaur Games,0,0,0,0,0,139,93,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
75600,Thundering Skies,thundering-skies,2017-11-22,2017,,Main Game,Released,0,Higher Confidence,Very Long,Indie,Action,PC (Microsoft Windows),Not Listed,Not Listed,0,0,0,0,0,59,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
157366,Skyratz,skyratz,2023-01-01,2023,,Main Game,Released,0,Higher Confidence,Very Long,Indie,Action,"PC (Microsoft Windows), Mac",Not Listed,Not Listed,0,0,0,0,0,197,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
148777,Plugged,plugged,2021-12-31,2021,,Main Game,Released,0,Higher Confidence,Very Long,"Racing, Indie",Action,PC (Microsoft Windows),Not Listed,Not Listed,0,0,0,0,0,283,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
198439,American Arcadia,american-arcadia,2023-11-15,2023,80.2010937995925,Main Game,Released,1,Low Confidence,Very Long,"Platform, Puzzle, Adventure, Indie","Action, Comedy, Mystery","PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch, PlayStation 5, Xbox Series X|S",Out of the Blue Games,Raw Fury,0,0,0,0,0,466,480,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
193724,Susume Tactics,susume-tactics,2015-05-03,2015,,Main Game,Released,0,Higher Confidence,Very Long,Strategy,Action,"PlayStation Portable, iOS",Not Listed,Tose Software,0,0,0,0,0,76,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
108251,Disneyland Adventures,disneyland-adventures,2011-11-15,2011,59.54306701731821,Main Game,Released,0,Low Confidence,Very Long,Adventure,"Fantasy, Kids","PC (Microsoft Windows), Xbox 360, Xbox One","Frontier Developments, Asobo Studio",Microsoft Studios,1,0,0,1,0,297,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139177,Batbarian: Testament of the Primordials,batbarian-testament-of-the-primordials,2020-10-15,2020,68.54166666666666,Main Game,Released,0,Low Confidence,Very Long,"Platform, Puzzle, Role-playing (RPG), Adventure, Indie","Action, Fantasy","PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch",Unspeakable Pixels,DANGEN Entertainment,0,0,0,0,0,290,456,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
9509,Call of Duty: Black Ops III,call-of-duty-black-ops-iii,2015-11-06,2015,72.2104715892363,Main Game,Released,0,Higher Confidence,Short,"Shooter, Adventure","Action, Science fiction, Warfare","PC (Microsoft Windows), Mac, PlayStation 4, Xbox One",Treyarch,Activision,1,1,1,1,0,413,20764,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
